"Region","Dinucleotide","Intercept","Std.Error_Intercept","t.value_Intercept","p.value_Intercept","Coefficient_ln_lifespan_c","Std.Error_ln_lifespan_c","t.value_ln_lifespan_c","p.value_ln_lifespan_c","Coefficient_ln_Genome_Size_c","Std.Error_ln_Genome_Size_c","t.value_ln_Genome_Size_c","p.value_ln_Genome_Size_c","Coefficient_Interaction","Std.Error_Interaction","t.value_Interaction","p.value_Interaction","Lambda","N_species","p.adjusted.fdr_Intercept","p.adjusted.fdr_ln_lifespan_c","p.adjusted.fdr_ln_Genome_Size_c","p.adjusted.fdr_Interaction"
"downstream1","AA_OE",0.064052118755003,0.164861297123623,0.388521259219335,0.697809301862397,-0.00485752359436355,0.00121943004832225,-3.98343767323657,7.88972708240265e-05,-0.00317560064463601,0.00251284649660598,-1.26374637246055,0.20695835797794,-0.000410632023209767,0.000987462637410508,-0.415845630662641,0.677716054080949,0.99734768287764,466,0.977332786006737,0.000477536112882265,0.305130912403374,0.795279043054174
"downstream1","AC_OE",-0.114861884389448,0.16680773737126,-0.68858846837424,0.491427903380584,0.00791161039969872,0.00162200808737475,4.87766396559946,1.47963877083883e-06,3.22919946427114e-05,0.00322475603006098,0.01001377913296,0.992014616313781,0.00073865222894764,0.00129023636059929,0.572493731772179,0.567266014312755,0.994474237782783,466,0.977332786006737,3.40316917292931e-05,0.99673639103264,0.766121991351076
"downstream1","AG_OE",0.041472950002706,0.174851676205743,0.237189318985458,0.812615061250418,0.00422028389182735,0.00169097594275307,2.49576814496623,0.0129161588191823,0.00804230038463404,0.00336408819871616,2.39063303622754,0.0172188550477933,0.000762490747241375,0.00134562885842857,0.566642683430418,0.571232138692883,0.994552839775776,466,0.977332786006737,0.0309449638376244,0.0498811708779035,0.766121991351076
"downstream1","AT_OE",-0.0974079467876423,0.0708612391586364,-1.37462945813826,0.169912706953624,-0.00462416084153973,0.0014568939468804,-3.17398589749191,0.00160399160851192,-0.00254707272371295,0.00270849684385689,-0.940400846133508,0.347503409085165,-0.00188359061485278,0.00110005770188565,-1.71226528537917,0.0875188170638652,0.964092184559535,466,0.977332786006737,0.00569100505555562,0.461413584528705,0.359452284369446
"downstream1","CA_OE",0.161596955769686,0.135241387603388,1.19487797806089,0.232747737404899,0.0092253838339474,0.00181402586518215,5.08558560879233,5.33681395619619e-07,0.00519630719385691,0.00348384085668339,1.49154551187042,0.136500802701929,0.000767862350025914,0.00140806755905143,0.545330616482066,0.585789322000733,0.987386174645195,466,0.977332786006737,2.04577868320854e-05,0.221092849446787,0.766121991351076
"downstream1","CC_OE",0.0368860982957291,0.223026602133447,0.165388782965265,0.868710326272141,-0.00608926517578441,0.00216904879114394,-2.80734356951601,0.0052065262699108,0.00505916881699835,0.00431225097715519,1.17320834149034,0.241316770237855,0.000992361807808596,0.00172536141399361,0.575161702214971,0.565461938118225,0.994471704442439,466,0.977332786006737,0.0147085111028004,0.351283906042447,0.766121991351076
"downstream1","CG_OE",-0.45933886423846,0.666721619875515,-0.688951506213679,0.491199621523111,-0.0118458218252032,0.00644652435760086,-1.83755170508837,0.0667704908070451,-0.025876846852601,0.0128252559741553,-2.01764759352534,0.0442056285827676,-0.00410653451819024,0.00513002815919183,-0.800489664141956,0.423838585968692,0.994555690819818,466,0.977332786006737,0.109694377754431,0.0996793585689858,0.699864994628632
"downstream1","CT_OE",0.0399039644872445,0.228345815997728,0.174752334799257,0.861350798207346,0.00358171395867332,0.00211121061382484,1.69652138693278,0.0904607741146071,-0.00460106742159589,0.00422336070220909,-1.08943273994789,0.276531022815052,-0.000929672706032396,0.00168543390184699,-0.551592503873105,0.581494257913385,0.995161795524127,466,0.977332786006737,0.146520972157462,0.387817897850377,0.766121991351076
"downstream1","GA_OE",0.136693649104315,0.143993916137432,0.949301559198168,0.342963567337473,-0.00264445607381894,0.00125710414639892,-2.10360937985464,0.0359525468831245,0.000423476226797211,0.0025331077952138,0.16717655190093,0.867304280485608,0.000278447782077985,0.00100754315860121,0.276363131148208,0.78239275841731,0.9958458460971,466,0.977332786006737,0.0689090481926553,0.915045800512339,0.865145838634525
"downstream1","GC_OE",0.0222049428334171,0.193323904302839,0.11485875434542,0.908606979074981,-0.000819695682457424,0.00252458323795916,-0.324685544185129,0.745566039789223,0.00451849174411474,0.0048608660259804,0.929565168010035,0.353081699465443,-0.00401330594131579,0.00196362510050967,-2.04382493393169,0.0415374126381555,0.988207843136192,466,0.977332786006737,0.786606372254684,0.461413584528705,0.226359397729104
"downstream1","GG_OE",-0.0765107558944013,0.147011632511106,-0.520440148765924,0.60300614407027,-0.00323317515660229,0.00175066137382471,-1.84683069207079,0.0654109640944517,-0.00663054498057355,0.00340210067441019,-1.94895613479253,0.0519055246725447,-0.00144734355281427,0.00137139560357666,-1.05538004426989,0.291803126454042,0.990666051393988,466,0.977332786006737,0.109018273490753,0.114791064179666,0.5855306124864
"downstream1","GT_OE",-0.141040341235985,0.131915036461188,-1.06917562257948,0.285548835524592,0.00961512055157799,0.00164210043539108,5.85537908909213,9.04049765370316e-09,0.00503612414888342,0.00317667674849942,1.58534359886078,0.113572488268156,0.00318680996915335,0.00128194903857142,2.48591002705121,0.0132745317416626,0.989552178919974,466,0.977332786006737,5.19828615087932e-07,0.187944121844736,0.120754150389592
"downstream1","TA_OE",-0.402345642329973,0.40517632424845,-0.993013703543198,0.321223070629386,1.41454026052487e-05,0.00284010766237374,0.00498058675473806,0.996028232994379,0.0195505235144839,0.005897734687691,3.31492082125824,0.000988849696794499,-0.00176667126367328,0.00230664953005827,-0.765903636704034,0.444124762189037,0.997713296779079,466,0.977332786006737,0.996028232994379,0.00568588575656837,0.703096044802898
"downstream1","TC_OE",0.0704878364231206,0.235484419886605,0.299331210349556,0.764821952319047,-0.0012773065198045,0.00189492621631178,-0.674066625290881,0.5006060706911,-0.0092490265416406,0.00385963494917014,-2.39634749489177,0.0169560315238072,0.000866179918728102,0.00152678321082623,0.567323450104853,0.570770002174816,0.996663017159799,466,0.977332786006737,0.553554789706505,0.0498811708779035,0.766121991351076
"downstream1","TG_OE",0.198920308062905,0.146343337577723,1.35927136387236,0.174723722113085,0.00629248775054214,0.00161125737464962,3.90532750977199,0.000108136279970189,0.00175386550266055,0.0031576937142797,0.555426099348783,0.578872085180417,0.00111565828067312,0.00126983922669959,0.878582309646236,0.380084490488066,0.992366208266733,466,0.977332786006737,0.000565257827116895,0.67242716965402,0.672457175478885
"downstream1","TT_OE",0.155836224605459,0.198216062117667,0.786193726888539,0.432157050819811,-0.00522720248258966,0.00164774666570386,-3.17233382496744,0.00161294721277255,0.000310022560675802,0.00334160076867917,0.0927766606895845,0.926121210255571,0.000165676072298477,0.00132489596603118,0.125048363453601,0.900539654923431,0.996357004958275,466,0.977332786006737,0.00569100505555562,0.959494947562078,0.957615468013267
"downstream2","AA_OE",0.12300470771836,0.274194057086774,0.448604572342839,0.65392726149941,-0.00464679219673565,0.0015860688652577,-2.9297543748081,0.00356023201414113,0.00288678554403756,0.00339061668951207,0.851404274911709,0.394985899775948,0.000588283770902028,0.00129980218917769,0.452594845431211,0.651052961328578,0.998671062843764,466,0.977332786006737,0.0104981200416982,0.488423424454129,0.779907193258193
"downstream2","AC_OE",-0.0365462520712033,0.16221148033424,-0.225300034226301,0.821845495730477,0.010606971730187,0.00217093128001629,4.88590856275628,1.42196012419083e-06,0.00885661503100644,0.00417015640926089,2.12380883636357,0.0342168332883774,0.00235579343740517,0.00168538811018496,1.39777504253702,0.162851393618751,0.987456688311633,466,0.977332786006737,3.40316917292931e-05,0.0819778297534042,0.502192618785016
"downstream2","AG_OE",-0.084588803789779,0.234478886306014,-0.360752326669547,0.718449492167062,0.0067113173679689,0.00214488365418449,3.1289890036113,0.00186506373489237,-0.000663938203000547,0.00429644862505028,-0.154531861298069,0.877257875111152,0.000103676132402201,0.00171359585499601,0.0605020910268497,0.951781913189532,0.99529669925711,466,0.977332786006737,0.00630830380919477,0.91713323307075,0.968547254533976
"downstream2","AT_OE",-0.0688986167495558,0.110085544291811,-0.625864342069489,0.531712984836922,-0.00152122166252603,0.00183392224128556,-0.82949081933794,0.40725510368368,0.000804461048806004,0.00345782795119958,0.232649241130381,0.816136815603421,-0.00316857326458782,0.0014015269325231,-2.26080083875634,0.0242360486906709,0.978415495710373,466,0.977332786006737,0.473074110339628,0.890505811341628,0.163949741142774
"downstream2","CA_OE",0.202292704423365,0.207067640630783,0.976940210489328,0.329110014436688,0.0092755908171217,0.00202300288701316,4.58506059317421,5.85095542629847e-06,0.000853217262990491,0.00401970260641906,0.212258802834814,0.831998746948094,0.000927231243221246,0.00160865912190317,0.576400077925929,0.564625491807862,0.994405450619963,466,0.977332786006737,8.41074842530405e-05,0.894204260738606,0.766121991351076
"downstream2","CC_OE",0.0620665653351449,0.203818802190438,0.304518349966325,0.760870135305462,-0.00856897211734549,0.00275769411841515,-3.10729607759039,0.00200444347420845,0.0118080097902688,0.00529184684808961,2.23135894315073,0.0261363931734548,0.00292043293896939,0.00213914203111349,1.36523563956584,0.172843399633008,0.987108489823088,466,0.977332786006737,0.00658602855811347,0.0665298652320433,0.509666434815279
"downstream2","CG_OE",-0.500145111160333,0.63289975739113,-0.790243802939625,0.42979082723027,-0.0244973071201524,0.00794681050363331,-3.08265902514627,0.0021743341983892,-0.0397134570115923,0.0153599646114782,-2.58551748106993,0.0100284934299048,-0.00677105679687216,0.0061997477728622,-1.09215036561821,0.275336207320066,0.989320913863944,466,0.977332786006737,0.00694578980040995,0.0360398982637203,0.5855306124864
"downstream2","CT_OE",-0.0721167404819446,0.19824066858736,-0.363783783599198,0.716185886970386,0.00532138495445553,0.00200224596945287,2.65770791183545,0.00814010929965537,7.79112255434884e-05,0.00396276538884991,0.0196608221528098,0.984322432135344,-0.00224016497298702,0.0015882722724733,-1.41044140341162,0.159082309615645,0.993896877920348,466,0.977332786006737,0.021706710467939,0.99673639103264,0.502192618785016
"downstream2","GA_OE",-0.0151862276898759,0.239828066294666,-0.0633213114899457,0.94953803223182,-0.00212274901632628,0.0020172497037172,-1.05229858872438,0.293212643106548,-0.0156240913241194,0.00408459222157088,-3.82512879538085,0.000148655949161997,-0.00148908906806279,0.00162076763786366,-0.918755430004493,0.358702920250889,0.996239970741031,466,0.977332786006737,0.351244312054719,0.00113969561024198,0.644544309825817
