"Region","Dinucleotide","Intercept","Std.Error_Intercept","t.value_Intercept","p.value_Intercept","Coefficient_ln_lifespan_c","Std.Error_ln_lifespan_c","t.value_ln_lifespan_c","p.value_ln_lifespan_c","Coefficient_ln_Genome_Size_c","Std.Error_ln_Genome_Size_c","t.value_ln_Genome_Size_c","p.value_ln_Genome_Size_c","Coefficient_Interaction","Std.Error_Interaction","t.value_Interaction","p.value_Interaction","Lambda","N_species","p.adjusted.fdr_Intercept","p.adjusted.fdr_ln_lifespan_c","p.adjusted.fdr_ln_Genome_Size_c","p.adjusted.fdr_Interaction"
"downstream1","AA_OE",0.0738922534333457,0.185091575963725,0.399219970161297,0.689915602633483,-0.00381303165106527,0.00120529554214419,-3.16356571292214,0.00166125532373377,-0.00854629545728141,0.00253023186198797,-3.37767284717009,0.000792839335278044,0.000365038407404545,0.000982564744174842,0.371515881847668,0.71042364830709,0.998138298979617,466,0.991150357299659,0.00688234348403989,0.00510940904956962,0.888884868376064
"downstream1","AC_OE",-0.114165066446037,0.148515577388504,-0.768707690152873,0.442459629081801,0.00824714927958461,0.00168282416435901,4.9007789727847,1.32336629842852e-06,0.007082067022127,0.00328759180836998,2.15418076054836,0.0317424316001135,0.000487695310688211,0.00132332206889941,0.368538636322917,0.712640454818741,0.99178069617548,466,0.991150357299659,3.07020981235416e-05,0.0767108763669409,0.888884868376064
"downstream1","AG_OE",0.0491424232490153,0.214036062776125,0.229598800368594,0.818505152140623,0.00295635881139842,0.00181332669825612,1.63035089829183,0.103708877610359,0.00926249676695059,0.00366820638422649,2.52507514483915,0.0119009483526007,0.00205336989106039,0.00145624030075398,1.41004880169656,0.159198131552944,0.996166535882248,466,0.991150357299659,0.171860425754309,0.0445325809323123,0.461066137865082
"downstream1","AT_OE",-0.0957260106909282,0.0852824237482773,-1.12245884302581,0.262250390893342,-0.0044024064411185,0.00152735789357,-2.88236729561036,0.0041309678733702,-0.00156685934170213,0.00286471770300178,-0.54695069607044,0.584676684486242,-0.00339778248399708,0.0011619202460646,-2.92428201979035,0.00362225288078322,0.974250519316074,466,0.991150357299659,0.0145209779791195,0.745302147257187,0.0381983031064412
"downstream1","CA_OE",0.166490546595719,0.156122158773961,1.06641201930067,0.28679439023795,0.0081679977358086,0.00173816832740255,4.69919834980226,3.45133561534051e-06,0.00138653312351816,0.00340223270984192,0.407536239219387,0.683802954181572,-0.000199932471485253,0.00136869107035054,-0.146075674647345,0.883925362875184,0.992144102926029,466,0.991150357299659,5.13793694458627e-05,0.789394511790353,0.967314548052088
"downstream1","CC_OE",0.0349932234126613,0.284596122937502,0.122957484632866,0.902194234480784,-0.00284152531812324,0.00214463421125477,-1.32494637230502,0.185843864975917,0.0023593731242803,0.0044078402445003,0.535267385705304,0.592722522619265,0.0011211791758738,0.0017348144127422,0.646281912139275,0.518417701262238,0.997208807102211,466,0.991150357299659,0.26947360421508,0.747345789389508,0.791269122979206
"downstream1","CG_OE",-0.454971668412524,0.71438850018708,-0.636868690206209,0.524525812283792,-0.013610652341428,0.00628198764915421,-2.16661558436215,0.0307746852053459,-0.00536151515833946,0.0126466716673528,-0.423946734711248,0.671801978151297,-0.00254998352230982,0.00503243544036835,-0.506709634435603,0.612600309017606,0.995765049385932,466,0.991150357299659,0.0713972696764026,0.787161913793439,0.855582199036792
"downstream1","CT_OE",0.0317852988500908,0.249363425460339,0.127465761233482,0.898627231187857,0.0040167415519486,0.00221722844713171,1.81160473434517,0.0706964984377951,-0.00254818739845628,0.00445731917098906,-0.57168609666578,0.567812680458686,0.000134357799654786,0.00177486243171702,0.0757004020445722,0.939690224529472,0.995638091983282,466,0.991150357299659,0.126166058750527,0.731847454813417,0.9850925686721
"downstream1","GA_OE",0.135924644873002,0.139787452233693,0.972366565818559,0.33137702922309,-0.00269934307344703,0.0013625158113623,-1.98114623767053,0.0481673474540977,0.00226354685106388,0.00270807412944051,0.835851141021585,0.403670723563609,0.00155285130764795,0.00108363384980161,1.43300369209788,0.152533107477597,0.994439513881598,466,0.991150357299659,0.0931235384112555,0.578096344856526,0.461066137865082
"downstream1","GC_OE",0.0150003248835264,0.202509228703744,0.0740723026774782,0.940984913746031,-0.00013053798092317,0.00255729122894611,-0.0510454106460789,0.959311397035314,0.000760697657610722,0.00494004419871433,0.153986002353723,0.877688012537488,-0.00348741709240488,0.00199420648252749,-1.74877432350179,0.0809941509720276,0.989165578529836,466,0.992311363586723,0.967653235270403,0.925561904130442,0.375812860510208
"downstream1","GG_OE",-0.0649703729555154,0.151761055763278,-0.428109653222617,0.668770789779101,-0.00061795711750432,0.00174328531226212,-0.354478474153177,0.723142073236739,-0.00516649672549698,0.00340069219295792,-1.51924856245315,0.129383962463378,-0.00150181346324847,0.00136942300613148,-1.09667608658846,0.273354309646938,0.991487131691466,466,0.991150357299659,0.769582389866622,0.237818534855235,0.537442371509235
"downstream1","GT_OE",-0.146009878088605,0.142794788545965,-1.02251545434801,0.307072109758237,0.00652832148826783,0.0016339911478738,3.99532243290466,7.51678768533124e-05,0.00197024918321965,0.00318880483471104,0.617864461873906,0.536969126959156,0.00165855421699615,0.00128394863251296,1.29176056969664,0.197085908637547,0.991570672840885,466,0.991150357299659,0.000581298247665616,0.699869873340023,0.476290945874073
"downstream1","TA_OE",-0.463929947447848,0.437821860979737,-1.05963175618889,0.289865823494548,0.00088733385296586,0.00309502289125437,0.286697024268611,0.774472842871347,0.0156258590870072,0.00641922248246377,2.43422924344723,0.0153013649577483,-0.00443780370625161,0.00251254753551363,-1.76625661545719,0.0780131463069313,0.997659044911298,466,0.991150357299659,0.816716816118875,0.0533649236620193,0.375812860510208
"downstream1","TC_OE",0.082509335375501,0.30080458381182,0.274295472262876,0.783980166125932,-0.0024364493760994,0.001773263508779,-1.37399171867978,0.170110479530205,-0.00855393746167116,0.00377959914755993,-2.26318641943644,0.0240874700306848,-0.00042831785723245,0.00145207087726905,-0.294970351611209,0.768149032737278,0.998596682882908,466,0.991150357299659,0.2497824762722,0.0653223664278893,0.908078419072233
"downstream1","TG_OE",0.193916968078358,0.167384472449046,1.15851228755635,0.247253530563777,0.00609084500699929,0.00169400220859569,3.5955354580373,0.000358579714987946,-0.0022341106469395,0.00335190896451179,-0.66651889135208,0.505412192864533,-1.87106553825409e-06,0.00134355902465348,-0.00139261878631396,0.998889452439055,0.993864733396072,466,0.991150357299659,0.0021892235230843,0.673882923819378,0.998889452439055
"downstream1","TT_OE",0.170395120823752,0.248684225732601,0.68518668734128,0.493569751663979,-0.00349835924024906,0.00165639126455683,-2.11203676033939,0.035219442570185,0.00711950913332511,0.00346550840397151,2.05439095896177,0.0404998614207549,0.00202873581115359,0.00134880831266594,1.50409497932569,0.133240194222872,0.99801652039112,466,0.991150357299659,0.0783457344235329,0.0939596784961514,0.461066137865082
"downstream2","AA_OE",0.123183609231001,0.302839689905935,0.406761773099367,0.684371335059019,-0.00483346976495042,0.00152749067950958,-3.16432029981502,0.00165704597426437,0.00147042672055255,0.00333754741691318,0.440571035216187,0.659729642736562,0.000538461986750169,0.00125821162382317,0.427958203973678,0.668880971553199,0.999110019253534,466,0.991150357299659,0.00688234348403989,0.78090447507593,0.871799917979451
"downstream2","AC_OE",-0.0461002230440826,0.150615320053783,-0.30607924232157,0.759682189894187,0.0110733889512356,0.00219605604839158,5.04239814796434,6.61504865428274e-07,0.0099653498346145,0.00418574685913259,2.38078177443335,0.0176803659682679,0.00244548143885018,0.00169398546175849,1.44362598974821,0.149521939074988,0.984462273345318,466,0.991150357299659,2.66146579556164e-05,0.0557035072244346,0.461066137865082
"downstream2","AG_OE",-0.0631665792831486,0.259997612030015,-0.242950613238157,0.808151481870444,0.00730300070789648,0.00219971664307611,3.31997338424638,0.000971538585725526,-0.00087422535638037,0.00445063616758923,-0.196427055248129,0.84436229537601,-0.000317839978259242,0.0017666984434793,-0.179906185706088,0.857305099362166,0.99618052348162,466,0.991150357299659,0.00486039866605363,0.915383423024459,0.963315169386306
"downstream2","AT_OE",-0.0770629337364742,0.231741023912491,-0.332539023239901,0.739633109184525,-0.000811139646820915,0.00175369096234261,-0.462532831746696,0.643917024592435,-0.000298142703336363,0.00360222276074689,-0.0827663148945696,0.934073200843803,-0.00216106859490016,0.00141823009586001,-1.52377854708386,0.128248231281739,0.99717652055633,466,0.991150357299659,0.698078269651612,0.952196226756543,0.461066137865082
"downstream2","CA_OE",0.196350768139394,0.203828552240844,0.963313363023771,0.335894219788563,0.0101662448209178,0.00206315134700568,4.92753226062278,1.16234913479861e-06,-0.00124845643603287,0.00408226726405697,-0.305824277363005,0.759876196817144,0.000187176960280539,0.00163632242065115,0.11438880132563,0.908979285342028,0.993862253293111,466,0.991150357299659,3.07020981235416e-05,0.852616429824523,0.976311084256252
"downstream2","CC_OE",0.075664430194449,0.241832090653672,0.31288002344903,0.754513001194007,-0.00879476516833964,0.00277758018170421,-3.16634069693842,0.00164582391665356,0.01667745912328,0.0054184042583005,3.07792817372968,0.00220843514890735,0.00360692821821544,0.00218192606189546,1.65309369607239,0.0989911196321257,0.99148991715064,466,0.991150357299659,0.00688234348403989,0.0111381946640545,0.408071665281365
"downstream2","CG_OE",-0.504565978367168,0.707646708578388,-0.713019607454693,0.476193603301439,-0.0256426093955032,0.00774675531651534,-3.31010963271754,0.0010055997240111,-0.0162891814851631,0.0151915081850007,-1.07225571594308,0.284164967756901,-0.00379973724658803,0.00610792639499719,-0.622099383794191,0.534183404510375,0.99247819304584,466,0.991150357299659,0.00486039866605363,0.439508483464007,0.794426601579532
"downstream2","CT_OE",-0.071638422949999,0.280914188045841,-0.255018884764584,0.798821995793461,0.00559075450123571,0.00196771362557556,2.84124398416991,0.00469246769138263,-0.00554669376647081,0.00408654411456193,-1.35730671466529,0.175346447967972,-0.0021957848520755,0.00159817661985346,-1.37393128193606,0.170129230846655,0.997717709291658,466,0.991150357299659,0.0155521786342967,0.299120411239482,0.462788916037008
"downstream2","GA_OE",0.00800846585549476,0.245552159182562,0.0326141129532511,0.973996400296561,-0.00223532660649965,0.00196632198236946,-1.13680598932532,0.256208683275289,-0.00972331220177955,0.00400769935604752,-2.4261580867106,0.015641443142316,-0.00174345263104147,0.00158478862879456,-1.10011682275105,0.271854110345755,0.996706804390406,466,0.993327266623117,0.33772962795379,0.0533649236620193,0.537442371509235
