"Region","Dinucleotide","Intercept","Std.Error_Intercept","t.value_Intercept","p.value_Intercept","Coefficient_ln_lifespan_c","Std.Error_ln_lifespan_c","t.value_ln_lifespan_c","p.value_ln_lifespan_c","Coefficient_ln_Genome_Size_c","Std.Error_ln_Genome_Size_c","t.value_ln_Genome_Size_c","p.value_ln_Genome_Size_c","Coefficient_Interaction","Std.Error_Interaction","t.value_Interaction","p.value_Interaction","Lambda","N_species","p.adjusted.fdr_Intercept","p.adjusted.fdr_ln_lifespan_c","p.adjusted.fdr_ln_Genome_Size_c","p.adjusted.fdr_Interaction"
"downstream1","AA_OE",0.064052118755003,0.164861297123623,0.388521259219335,0.697809301862397,-0.00485752359436355,0.00121943004832225,-3.98343767323657,7.88972708240265e-05,-0.00317560064463601,0.00251284649660598,-1.26374637246055,0.20695835797794,-0.000410632023209767,0.000987462637410508,-0.415845630662641,0.677716054080949,0.99734768287764,466,0.977107160892615,0.000481688600820372,0.303888221841026,0.794091538115051
"downstream1","AC_OE",-0.114861884389448,0.16680773737126,-0.68858846837424,0.491427903380584,0.00791161039969872,0.00162200808737475,4.87766396559946,1.47963877083883e-06,3.22919946427114e-05,0.00322475603006098,0.01001377913296,0.992014616313781,0.00073865222894764,0.00129023636059929,0.572493731772179,0.567266014312755,0.994474237782783,466,0.977107160892615,3.43276194834609e-05,0.99673639103264,0.764562816160537
"downstream1","AG_OE",0.041472950002706,0.174851676205743,0.237189318985458,0.812615061250418,0.00422028389182735,0.00169097594275307,2.49576814496623,0.0129161588191823,0.00804230038463404,0.00336408819871616,2.39063303622754,0.0172188550477933,0.000762490747241375,0.00134562885842857,0.566642683430418,0.571232138692883,0.994552839775776,466,0.977107160892615,0.0312140504796907,0.0490877270145223,0.764562816160537
"downstream1","AT_OE",-0.0974079467876423,0.0708612391586364,-1.37462945813826,0.169912706953624,-0.00462416084153973,0.0014568939468804,-3.17398589749191,0.00160399160851192,-0.00254707272371295,0.00270849684385689,-0.940400846133508,0.347503409085165,-0.00188359061485278,0.00110005770188565,-1.71226528537917,0.0875188170638652,0.964092184559535,466,0.977107160892615,0.00574049205603871,0.460196372336982,0.362577956407442
"downstream1","CA_OE",0.161596955769686,0.135241387603388,1.19487797806089,0.232747737404899,0.0092253838339474,0.00181402586518215,5.08558560879233,5.33681395619619e-07,0.00519630719385691,0.00348384085668339,1.49154551187042,0.136500802701929,0.000767862350025914,0.00140806755905143,0.545330616482066,0.585789322000733,0.987386174645195,466,0.977107160892615,2.06356806306253e-05,0.219917959908664,0.764562816160537
"downstream1","CC_OE",0.0368860982957291,0.223026602133447,0.165388782965265,0.868710326272141,-0.00608926517578441,0.00216904879114394,-2.80734356951601,0.0052065262699108,0.00505916881699835,0.00431225097715519,1.17320834149034,0.241316770237855,0.000992361807808596,0.00172536141399361,0.575161702214971,0.565461938118225,0.994471704442439,466,0.977107160892615,0.0148364111993465,0.34990931684489,0.764562816160537
"downstream1","CG_OE",-0.45933886423846,0.666721619875515,-0.688951506213679,0.491199621523111,-0.0118458218252032,0.00644652435760086,-1.83755170508837,0.0667704908070451,-0.025876846852601,0.0128252559741553,-2.01764759352534,0.0442056285827676,-0.00410653451819024,0.00513002815919183,-0.800489664141956,0.423838585968692,0.994555690819818,466,0.977107160892615,0.110648241908818,0.0986125560692508,0.696145905285195
"downstream1","CT_OE",0.0399039644872445,0.228345815997728,0.174752334799257,0.861350798207346,0.00358171395867332,0.00211121061382484,1.69652138693278,0.0904607741146071,-0.00460106742159589,0.00422336070220909,-1.08943273994789,0.276531022815052,-0.000929672706032396,0.00168543390184699,-0.551592503873105,0.581494257913385,0.995161795524127,466,0.977107160892615,0.147795067567527,0.38647709212706,0.764562816160537
"downstream1","GA_OE",0.136693649104315,0.143993916137432,0.949301559198168,0.342963567337473,-0.00264445607381894,0.00125710414639892,-2.10360937985464,0.0359525468831245,0.000423476226797211,0.0025331077952138,0.16717655190093,0.867304280485608,0.000278447782077985,0.00100754315860121,0.276363131148208,0.78239275841731,0.9958458460971,466,0.977107160892615,0.0695082573073741,0.914611786693914,0.864357714061028
"downstream1","GC_OE",0.0222049428334171,0.193323904302839,0.11485875434542,0.908606979074981,-0.000819695682457424,0.00252458323795916,-0.324685544185129,0.745566039789223,0.00451849174411474,0.0048608660259804,0.929565168010035,0.353081699465443,-0.00401330594131579,0.00196362510050967,-2.04382493393169,0.0415374126381555,0.988207843136192,466,0.977107160892615,0.793446427665595,0.460196372336982,0.228327740318053
"downstream1","GG_OE",-0.0765107558944013,0.147011632511106,-0.520440148765924,0.60300614407027,-0.00323317515660229,0.00175066137382471,-1.84683069207079,0.0654109640944517,-0.00663054498057355,0.00340210067441019,-1.94895613479253,0.0519055246725447,-0.00144734355281427,0.00137139560357666,-1.05538004426989,0.291803126454042,0.990666051393988,466,0.977107160892615,0.109966258477629,0.113604544566324,0.58093985216042
"downstream1","GT_OE",-0.141040341235985,0.131915036461188,-1.06917562257948,0.285548835524592,0.00961512055157799,0.00164210043539108,5.85537908909213,9.04049765370316e-09,0.00503612414888342,0.00317667674849942,1.58534359886078,0.113572488268156,0.00318680996915335,0.00128194903857142,2.48591002705121,0.0132745317416626,0.989552178919974,466,0.977107160892615,5.24348863914783e-07,0.186908299985212,0.121804186479937
